dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1665032400,2,333.79,0,33.24,37.19,5.07,13.37,15.74,0.86
1665036000,2,327.11,0.01,29.82,32.19,3.64,11.97,14.23,0.61
1665039600,2,327.11,0.08,27.76,21.64,2.18,11.51,13.96,0.52
1665043200,2,340.46,0.63,28.1,8.67,1.55,12.11,15.01,0.59
1665046800,2,357.15,3.02,27.42,1.68,1.65,13.16,16.5,0.78
1665050400,2,380.52,7.93,25.36,0.17,1.83,14.8,18.56,0.96
1665054000,2,417.23,15.2,23.65,0.02,1.67,16.81,21.07,0.94
1665057600,3,547.41,34.87,24.33,0,1.55,20.7,26.24,1.42
1665061200,3,687.6,53.2,28.45,0.07,1.83,23.31,29.6,1.68
1665064800,3,774.38,68.84,26.73,1.86,2.03,24.53,31.25,1.92
1665068400,3,754.36,65.27,27.08,5.99,2.32,24.49,30.97,2.31
1665072000,2,310.42,5.76,21.25,75.82,8.7,12.39,14.77,0.74
1665075600,3,280.38,2.63,14.74,120.16,8.11,14.23,16.19,0.6
1665079200,3,273.7,1.23,9.77,165.94,7.33,19.07,20.87,0.51
1665082800,3,243.66,0.58,5.27,173.09,4.71,18.32,19.66,0.37
1665086400,3,230.31,0.52,4.58,163.08,3.81,15.82,16.95,0.42
1665090000,3,226.97,0.52,5.01,158.79,3.99,14.7,15.8,0.43
1665093600,2,440.6,7.71,44.55,94.41,4.47,17.46,19.92,2.15
1665097200,3,761.03,23.47,86.37,30.4,5.3,22.52,27.21,4.05
1665100800,4,961.3,38.89,104.19,3.31,6.56,27.43,34.86,5.64
1665104400,4,1001.36,46.49,104.19,0,7.75,31.4,41.12,6.71
1665108000,4,988.01,50.51,90.48,0,6.56,34.01,44.67,5.95
1665111600,4,907.9,47.39,73.34,0,3.93,32.86,42.43,4.81
1665115200,2,427.25,0.3,44.55,21.82,2.89,15.66,20.15,2.34
1665118800,2,327.11,0.01,26.73,30.76,2.12,10.3,13.78,1.57
1665122400,1,293.73,0.01,22.28,31.47,2.18,8.57,11.58,1.06
1665126000,1,277.04,0.01,21.08,28.97,2.15,8.17,10.98,0.7
1665129600,1,270.37,0.03,20.91,24.32,1.88,8.32,11.17,0.54
1665133200,1,270.37,0.08,21.25,19.49,1.79,8.66,11.7,0.49
1665136800,1,277.04,0.21,22.62,14.48,1.77,9.02,12.3,0.5
1665140400,1,293.73,1.1,26.39,7.06,1.73,9.62,13.27,0.64
1665144000,2,397.21,13.63,31.87,0.42,1.73,11.86,16.65,1.36
1665147600,2,587.46,41.13,33.93,0.07,1.8,15.09,21.26,2.25
1665151200,2,700.95,58.11,32.9,2.17,2,16.57,23.3,2.98
1665154800,2,667.57,49.17,32.9,8.49,2.32,15.83,22.2,3.23
1665158400,2,287.06,3.58,19.02,79.39,4.05,10.53,13.65,0.99
1665162000,2,260.35,1.77,14.22,103,4.53,12.12,15.03,0.68
1665165600,2,257.02,1.17,13.54,113.01,5.07,13.43,16.34,0.53
1665169200,2,230.31,0.19,9.51,115.87,3.46,13.85,15.91,0.28
1665172800,2,220.3,0.07,8.31,110.15,2.77,13.18,14.89,0.34
1665176400,2,220.3,0.05,8.74,107.29,2.68,12.73,14.34,0.39
1665180000,2,453.95,3.02,58.26,35.05,2.98,15.51,18.52,2.31
1665183600,3,854.49,47.83,76.77,0.47,3.43,20.91,26.22,4.69
1665187200,4,1228.33,109.08,74.03,0.02,4.11,27.63,35.5,7.09
1665190800,4,1522.06,151.99,80.2,0,5.36,35.34,46.08,9.5
1665194400,4,1682.28,178.81,74.03,0,4.77,42.7,55.89,8.74
1665198000,4,1615.52,160.93,67.17,0,3.31,45.61,59.13,6.46
1665201600,4,1241.68,88.51,73.34,0,2.56,39.19,48.04,4.69
1665205200,4,921.25,46.94,69.23,0,2.06,31.92,38.18,3.29
1665208800,3,567.44,15.2,52.09,0.44,1.61,21.37,25.02,1.82
1665212400,2,297.07,0.11,24.33,26.46,1.7,11.47,13.17,1.01
1665216000,1,233.65,0,9.6,50.78,1.94,9.11,10.31,0.87
1665219600,1,226.97,0,6.34,56.51,2.26,9.62,10.79,0.85
1665223200,2,233.65,0,5.91,55.79,2.41,10.25,11.4,0.85
1665226800,2,240.33,0,6.85,52.93,2.41,10.37,11.54,0.89
1665230400,2,260.35,0,11.65,44.7,2.5,10.59,11.96,1.11
1665234000,2,290.39,0.07,17.65,34.69,2.65,10.53,12.11,1.33
1665237600,2,297.07,1.72,16.45,35.05,3.01,10.13,11.75,1.33
1665241200,1,283.72,2.63,11.48,50.78,3.58,9.75,11.24,1.14
1665244800,2,253.68,1.24,6.43,84.4,3.64,9.52,10.44,0.66
1665248400,2,247,0.92,5.27,104.43,3.93,9.65,10.43,0.51
1665252000,3,243.66,0.69,4.54,121.59,4.11,10.2,10.92,0.44
1665255600,3,240.33,0.43,3.26,134.47,3.07,12.77,13.53,0.25
1665259200,3,240.33,0.39,3.3,138.76,3.04,14.17,14.98,0.19
1665262800,3,240.33,0.39,3.94,140.19,3.43,14.4,15.19,0.22
1665266400,3,273.7,0.98,11.65,134.47,5.42,15.19,16.19,0.58
1665270000,2,323.77,1.19,24.33,118.73,8.58,16.78,18.21,1.04
1665273600,2,353.81,0.22,31.19,92.98,9.18,16.97,18.84,1.41
1665277200,2,390.53,0,37.7,61.51,7.63,16.23,18.78,1.88
1665280800,2,447.27,0.03,49.35,31.83,6.5,16.51,20.12,2.34
1665284400,2,500.68,0.74,58.95,11.98,5.72,17.46,22.12,2.66
1665288000,2,520.71,2.79,61.01,3.26,5.42,18.06,23.24,2.56
1665291600,2,473.98,1.66,54.84,4.65,5.9,17.18,21.84,1.84
1665295200,2,367.16,0.14,39.41,15.91,5.25,15.46,18.77,1.14
1665298800,2,270.37,0,20.05,27.18,3.34,11.7,13.44,0.82
1665302400,1,230.31,0,12.17,28.97,2.89,9.25,10.37,0.76
1665306000,1,223.64,0,10.88,30.4,3.58,8.57,9.53,0.77
1665309600,1,223.64,0,11.14,33.26,4.05,8.69,9.64,0.79
1665313200,1,226.97,0.01,12,31.83,3.81,9.05,10.1,0.85
1665316800,1,253.68,0.09,18.51,23.6,3.76,9.81,11.28,1.17
1665320400,2,297.07,0.89,27.08,12.34,3.93,10.33,12.35,1.58
1665324000,2,310.42,5.81,23.31,16.99,4.53,10.03,12.34,1.68
1665327600,1,287.06,6.71,17.48,35.76,5.9,9.29,11.44,1.46
1665331200,1,236.99,3.24,12.85,75.1,7.27,8.14,9.42,1.01
1665334800,2,226.97,2.46,11.82,103,8.11,8.5,9.58,0.89
1665338400,3,233.65,1.66,10.37,137.33,9.06,10.2,11.17,0.87
1665342000,3,230.31,0.8,6,151.63,6.5,10.81,11.51,0.82
1665345600,3,226.97,0.56,4.71,154.5,5.54,10.63,11.21,0.78
1665349200,3,230.31,0.52,5.06,158.79,5.66,10.74,11.31,0.84
1665352800,3,260.35,0.89,10.8,155.93,7.27,11.66,12.41,1.16
1665356400,3,293.73,0.98,20.22,133.04,9.54,11.79,12.88,1.47
1665360000,2,300.41,0.18,23.99,97.27,8.7,9.99,11.43,1.52
1665363600,1,293.73,0,23.65,75.1,7.45,8.77,10.43,1.5
1665367200,1,293.73,0,24.68,65.09,7.09,8.77,10.59,1.54
1665370800,1,290.39,0,23.31,60.8,5.66,8.96,10.85,1.55
1665374400,1,307.08,0,26.05,49.35,3.58,9.64,11.88,1.68
1665378000,2,333.79,0.01,29.82,33.62,2.35,10.26,12.78,1.63
1665381600,2,343.8,0.06,31.53,23.25,2.06,10.79,13.51,1.47
1665385200,2,363.83,0.39,34.62,11.98,2.09,11.88,15.13,1.42
1665388800,2,397.21,3.1,38.73,1.81,2.68,13.65,17.63,1.73
1665392400,2,420.57,9.05,38.39,0.06,3.76,15.33,20.03,2.12
1665396000,2,420.57,13.97,36.33,0.01,4.11,16.32,21.75,2.28
1665399600,2,423.91,19.89,29.82,0,3.37,17.23,23.05,1.85
1665403200,2,507.35,35.76,26.05,0,2.62,19.41,25.91,1.68
1665406800,2,507.35,34.87,28.79,0.08,3.25,17.65,23.26,1.49
1665410400,2,520.71,40.23,26.05,2.84,3.58,16.23,21.8,2.28
1665414000,2,500.68,35.32,27.08,10.82,4.83,15.15,20.61,2.56
1665417600,2,267.03,4.47,21.08,90.84,11.44,9.13,10.59,1.08
1665421200,2,250.34,2.82,15.42,118.73,11.56,9.47,10.45,0.98
1665424800,3,247,1.7,11.14,145.91,11.09,10.56,11.35,0.89
1665428400,3,233.65,0.94,6.94,153.06,8.46,10.06,10.75,0.67
1665432000,3,230.31,0.72,5.57,147.34,7.09,9.38,10.07,0.6
1665435600,3,226.97,0.66,5.4,135.9,6.38,8.71,9.41,0.65
1665439200,3,240.33,0.99,8.74,121.59,6.91,8.29,9.1,0.9
1665442800,2,267.03,0.96,14.05,105.86,8.23,8.53,9.57,1.22
1665446400,2,273.7,0.16,16.79,95.84,8.11,8.87,10.14,1.35
1665450000,2,283.72,0,20.22,88.69,8.34,9.21,10.93,1.46
1665453600,1,297.07,0,24.68,77.25,8.34,9.22,11.48,1.65
1665457200,1,310.42,0,27.76,65.8,8.11,9.09,11.74,1.82
1665460800,1,320.43,0,30.5,55.07,7.63,9.1,12.03,1.82
1665464400,1,313.76,0,28.79,48.64,6.79,8.7,11.45,1.33
1665468000,1,293.73,0,24.33,47.21,6.02,8.19,10.54,0.82
1665471600,1,277.04,0,21.59,45.06,5.13,7.95,10.12,0.55
1665475200,1,270.37,0,20.56,41.13,4.53,7.93,10.13,0.45
1665478800,1,263.69,0,20.91,37.55,4.47,8.08,10.48,0.42
1665482400,1,270.37,0.02,24.33,30.76,4.29,8.64,11.41,0.45
1665486000,1,303.75,0.31,32.9,16.27,3.87,9.88,13.24,0.6
1665489600,2,433.92,13.63,44.55,1.03,3.61,13.09,18.1,1.33
1665493200,2,647.54,47.83,45.93,0.09,3.7,16.74,23.79,2.06
1665496800,2,787.73,68.84,45.24,2.77,4.59,18.28,26.63,2.75
1665500400,2,720.98,55.43,45.24,11.44,7.09,16.54,24.31,3.01
1665504000,2,253.68,2.4,14.74,95.84,9.18,6.87,9.65,0.7
1665507600,2,223.64,0.84,6.68,114.44,6.02,6.34,8.92,0.51
1665511200,3,216.96,0.54,4.93,120.16,5.13,6.28,9.03,0.42
1665514800,3,213.62,0.44,4.58,120.16,4.53,6.17,9.15,0.39
1665518400,3,213.62,0.47,4.93,120.16,4.77,6.18,9.17,0.38
1665522000,3,213.62,0.5,5.57,120.16,5.07,6.22,9.4,0.36
1665525600,2,230.31,0.78,9.77,114.44,6.5,6.74,10.53,0.52
1665529200,2,250.34,0.76,15.94,101.57,8.46,7.46,12.4,0.77
1665532800,2,257.02,0.13,18.68,90.84,8.58,7.88,14.41,0.89
1665536400,2,260.35,0,19.36,85.12,8.58,8.36,15.94,0.95
1665540000,1,273.7,0,21.76,77.96,8.94,9.14,17.26,1.04
1665543600,1,287.06,0,24.33,70.81,8.82,9.89,18.07,0.94
1665547200,2,287.06,0,24.68,65.09,8.34,10.24,18.09,0.69
1665550800,2,270.37,0,21.25,65.09,7.75,10.03,16.94,0.44
1665554400,1,247,0,16.62,70.1,7.09,9.92,15.99,0.3
1665558000,1,233.65,0,13.19,75.1,6.2,9.87,15.68,0.25
1665561600,1,226.97,0,11.82,72.24,4.95,9.49,15.45,0.26
1665565200,1,220.3,0,10.54,67.95,3.93,8.7,14.4,0.27
1665568800,1,233.65,0,14.22,48.64,2.24,8.68,13.82,0.3
1665572400,1,280.38,0.2,24.68,20.56,1.51,9.68,14.89,0.51
1665576000,2,440.6,15.42,35.64,0.91,1.56,12.96,19.56,1.55
1665579600,2,754.36,61.69,36.67,0.05,1.85,18.45,27.26,2.94
1665583200,3,1001.36,97.45,36.33,1.27,1.94,21.99,31.78,2.75
1665586800,2,921.25,78.68,37.7,4.74,2.5,19.6,27.98,2.28
1665590400,1,253.68,2.96,19.54,76.53,12.28,7.19,9.59,0.2
1665594000,2,216.96,1.69,12.17,97.27,10.97,6.26,8.17,0.14
1665597600,2,210.29,1.01,8.31,118.73,9.3,6.96,8.91,0.13
1665601200,3,206.95,0.64,6,128.75,6.74,6.82,8.6,0.21
1665604800,3,211.95,0.69,6.85,127.32,7.03,6.64,8.35,0.34
1665608400,3,220.3,0.89,9.6,124.45,10.01,6.98,8.65,0.39
1665612000,2,243.66,1.41,15.59,108.72,11.21,6.77,8.39,0.63
1665615600,2,273.7,1.48,23.31,83.68,10.85,6.17,7.83,0.95
1665619200,1,280.38,0.3,27.76,61.51,10.85,5.76,7.52,1.12
1665622800,1,283.72,0,27.76,47.21,9.42,5.6,7.66,1.25
1665626400,1,280.38,0,25.7,38.62,7.09,5.43,7.79,1.23
1665630000,1,273.7,0.01,23.65,32.54,5.01,5.22,7.69,1.08
1665633600,1,263.69,0.01,20.73,28.97,3.64,4.93,7.31,0.82
1665637200,1,240.33,0.01,16.45,28.61,3.07,4.56,6.57,0.53
1665640800,1,220.3,0.01,12.85,28.97,2.92,4.37,6.1,0.37
1665644400,1,206.95,0.01,10.62,27.89,2.62,4.35,6,0.3
1665648000,1,201.94,0.01,10.37,25.03,2.29,4.46,6.19,0.29
1665651600,1,203.61,0.03,11.31,21.82,2.26,4.67,6.56,0.32
1665655200,1,230.31,0.64,16.96,9.66,1.73,5.49,7.78,0.36
1665658800,1,293.73,7.93,20.56,0.49,1.51,7.2,10.26,0.61
1665662400,2,473.98,37.1,20.39,0,1.71,11.47,16.62,1.79
1665666000,2,821.11,93.88,21.59,0.01,2.15,18.21,26.71,3.13
1665669600,3,1108.17,146.63,19.54,0.47,2.29,23.46,34.27,2.75
1665673200,3,1068.12,139.47,18.85,1.7,2.59,22.49,33.28,2.31
1665676800,1,260.35,6.59,17.14,51.5,6.56,6.8,10.45,0.61
1665680400,2,233.65,2.01,10.54,98.71,5.66,7.68,11.86,0.44
1665684000,3,233.65,0.98,7.28,133.04,5.66,9.54,14.08,0.41
1665687600,3,230.31,0.63,6,145.91,5.48,10.92,15.87,0.39
1665691200,3,226.97,0.49,6.25,141.62,5.6,11.27,16.51,0.38
1665694800,3,226.97,0.37,7.03,130.18,5.78,11.06,16.22,0.37
1665698400,2,290.39,0.96,22.28,92.98,5.72,11.65,16.44,1
1665702000,2,400.54,1.3,45.24,54.36,6.38,13.53,18.39,1.87
1665705600,2,494,0.28,69.23,29.33,7.99,16.34,21.75,2.53
1665709200,2,534.06,0.03,80.88,26.46,10.37,18.78,24.46,2.44
1665712800,3,540.73,0.02,80.88,28.25,9.89,20.5,25.97,1.8
1665716400,3,554.08,0.02,75.4,29.33,8.7,22.15,27.4,1.33
1665720000,4,634.19,1.17,75.4,13.59,6.02,25.22,31.18,1.3
1665723600,4,714.3,8.61,69.23,0.54,3.76,28.09,34.71,1.19
1665727200,4,741,16.54,56.89,0.02,2.89,29.54,36.23,1.11
1665730800,4,714.3,20.12,45.24,0,2.44,29.79,35.43,1.06
1665734400,4,654.22,19.67,35.3,0.01,2.06,28.87,33.86,0.68
1665738000,4,560.76,14.08,29.13,0.03,2.06,26.46,30.75,0.42
1665741600,3,440.6,4.81,26.39,0.48,2.41,22.58,25.99,0.31
1665745200,2,363.83,3.52,20.56,0.86,2.03,18.29,21.37,0.37
1665748800,2,327.11,6.71,19.36,0.53,2.06,13.45,16.41,0.84
1665752400,1,323.77,9.28,23.99,0.64,2.59,9.13,12.04,1.55
1665756000,1,347.14,13.41,25.02,7.6,3.55,7.55,10.77,2.06
1665759600,1,343.8,13.19,23.99,23.96,5.72,7.32,10.77,2.09
1665763200,1,307.08,8.38,24.33,55.79,13.35,7.13,10.05,1.65
1665766800,2,297.07,6.87,28.45,92.98,21.93,8.5,11.01,1.39
1665770400,3,290.39,4.19,26.05,144.48,25.27,11.26,13.31,1.19
1665774000,3,230.31,1.17,8.31,144.48,9.54,8.4,9.72,0.66
1665777600,3,220.3,0.73,5.36,137.33,5.6,7.56,8.84,0.62
1665781200,3,220.3,0.71,5.48,128.75,5.01,6.94,8.2,0.63
1665784800,2,243.66,1.27,11.31,113.01,6.62,6.72,8.19,0.89
1665788400,2,280.38,1.26,20.22,90.12,9.06,6.83,8.68,1.25
1665792000,1,297.07,0.17,25.7,72.96,9.42,6.91,9.33,1.46
1665795600,1,297.07,0,28.45,65.09,9.89,7.1,10.21,1.5
1665799200,1,290.39,0,29.13,63.66,9.89,7.52,11.16,1.47
1665802800,1,287.06,0,28.1,64.37,9.06,8.25,12.13,1.41
1665806400,1,287.06,0,26.05,66.52,7.63,9.15,12.99,1.16
1665810000,1,277.04,0,22.28,67.95,6.32,9.8,13.43,0.79
1665813600,2,260.35,0,16.96,69.38,5.07,10.26,13.92,0.47
1665817200,2,250.34,0,13.19,65.8,3.46,10.72,14.73,0.29
1665820800,2,250.34,0,12,57.22,2.38,11.27,15.81,0.24
1665824400,2,247,0,11.31,50.07,1.89,11.67,16.78,0.26
1665828000,2,250.34,0,11.48,43.27,1.67,12.01,17.59,0.3
1665831600,2,260.35,0.01,13.71,37.55,1.61,12.34,18.36,0.38
1665835200,2,313.76,0.12,24.68,24.32,1.65,13.42,20.23,0.7
1665838800,2,403.88,2.04,39.07,9.21,1.91,14.73,22.51,1.03
1665842400,2,460.62,9.28,35.3,15.02,2,15.38,24.05,1.2
1665846000,2,413.89,8.72,25.7,38.98,2.15,15.17,24.37,1.23
1665849600,2,253.68,1.05,6.6,100.14,3.04,11.58,18.95,0.26
1665853200,2,233.65,0.57,3.94,111.58,2.68,10.36,16.61,0.23
1665856800,2,230.31,0.46,3.38,117.3,2.12,9.72,15.47,0.28
1665860400,2,223.64,0.37,3.34,115.87,1.73,8.77,14.08,0.3
1665864000,2,220.3,0.31,3.73,110.15,1.83,7.62,12.71,0.31
1665867600,2,213.62,0.21,4.37,101.57,2.12,6.87,12.13,0.31
1665871200,2,220.3,0.29,7.2,92.98,3.04,6.97,12.81,0.42
1665874800,2,233.65,0.43,10.97,85.12,3.99,7.56,14.24,0.59
1665878400,1,236.99,0.08,13.19,76.53,4.11,7.97,15.22,0.66
1665882000,1,243.66,0,14.91,69.38,4.41,8.44,15.8,0.7
1665885600,1,253.68,0,16.62,63.66,4.47,9.12,16.5,0.63
1665889200,1,257.02,0,17.14,60.8,4.17,9.81,17.2,0.5
1665892800,2,260.35,0,17.14,57.94,3.78,10.2,17.33,0.37
1665896400,1,257.02,0,15.77,55.07,3.64,9.92,16.49,0.25
1665900000,1,243.66,0,13.71,54.36,3.7,9.23,15.13,0.18
1665903600,1,233.65,0,11.65,53.64,3.55,8.51,13.98,0.16
1665907200,1,226.97,0,10.45,52.93,3.28,8.07,13.47,0.16
1665910800,1,223.64,0,9.85,51.5,3.22,7.86,13.4,0.17
1665914400,1,223.64,0,10.28,49.35,3.22,7.7,13.34,0.18
1665918000,1,230.31,0,11.82,46.49,3.22,7.66,13.42,0.23
1665921600,1,263.69,0.01,18.51,38.62,3.19,8.2,14.49,0.45
1665925200,1,313.76,0.08,29.47,27.54,3.46,9.06,16.31,0.71
1665928800,1,340.46,1.27,32.9,25.75,3.99,9.54,17.73,0.89
1665932400,1,310.42,1.98,26.05,37.91,4.83,9.2,18.08,0.93
1665936000,1,223.64,0.66,9.08,71.53,3.61,7.16,14.66,0.36
1665939600,2,211.95,0.66,5.91,81.54,3.19,5.99,11.39,0.28
1665943200,2,208.62,0.63,4.67,92.98,3.31,5.81,10.37,0.26
1665946800,2,206.95,0.52,4.2,101.57,3.25,6.04,10.27,0.27
1665950400,2,206.95,0.5,4.88,101.57,3.73,5.93,9.65,0.27
1665954000,2,203.61,0.49,6.08,97.27,4.41,5.58,8.78,0.26
1665957600,2,211.95,0.63,9.94,87.98,5.6,5.53,8.53,0.36
1665961200,1,226.97,0.57,14.91,74.39,6.44,5.85,8.99,0.51
1665964800,1,236.99,0.08,17.14,64.37,6.14,6.44,9.87,0.55
1665968400,1,250.34,0,19.88,57.22,5.66,7.53,11.2,0.55
1665972000,1,280.38,0,24.68,47.92,5.48,8.85,12.92,0.57
1665975600,2,307.08,0,29.13,37.91,5.66,10.26,14.78,0.59
1665979200,2,320.43,0.01,31.87,30.76,6.02,11.5,16.19,0.53
1665982800,2,307.08,0.01,30.5,30.76,6.14,11.97,16.27,0.28
1665986400,2,270.37,0,25.02,37.19,5.42,11.43,15.16,0.13
1665990000,1,233.65,0,16.28,50.78,3.93,9.49,12.63,0.07
1665993600,1,216.96,0,10.02,55.79,2.29,7.32,9.44,0.12
1665997200,1,201.94,0,6.25,51.5,1.61,5.42,6.34,0.14
1666000800,1,193.6,0,4.71,44.35,1.45,4.2,4.6,0.13
1666004400,1,191.93,0,5.31,40.05,1.91,4.82,5.21,0.12
1666008000,1,205.28,0,8.83,37.55,2.24,5.66,6.18,0.22
1666011600,1,223.64,0.02,12.85,34.33,2.38,6.21,6.88,0.34
1666015200,1,226.97,0.14,12.85,33.62,2.32,6.56,7.25,0.37
1666018800,1,223.64,0.42,10.11,35.05,2.18,6.4,7.01,0.34
1666022400,1,211.95,0.5,6.08,45.78,1.67,5.51,5.96,0.26
1666026000,1,211.95,0.57,4.71,51.5,1.64,5.45,5.87,0.27
1666029600,1,213.62,0.54,3.98,56.51,1.58,5.55,5.96,0.29
1666033200,1,213.62,0.41,4.24,59.37,1.55,5.12,5.54,0.36
1666036800,1,210.29,0.37,4.84,60.08,1.62,4.99,5.47,0.48
1666040400,1,208.62,0.31,5.4,60.8,1.61,4.75,5.31,0.68
1666044000,1,220.3,0.24,8.91,56.51,1.91,4.74,5.55,1.08
1666047600,1,233.65,0.11,13.71,51.5,2.47,4.9,6.02,1.47
1666051200,1,240.33,0.01,16.45,49.35,3.1,5.02,6.36,1.63
1666054800,1,236.99,0,16.28,50.07,3.31,4.81,6.23,1.57
1666058400,1,226.97,0,14.22,50.78,2.77,4.25,5.57,1.42
1666062000,1,223.64,0,12.34,52.93,2.53,3.98,5.18,1.41
1666065600,1,220.3,0,10.62,57.22,2.18,3.68,4.65,1.39
1666069200,1,203.61,0,7.45,64.37,1.64,2.77,3.42,1.14
1666072800,1,186.92,0,5.18,71.53,1.51,2.29,2.76,1.01
1666076400,1,183.58,0,4.11,77.25,1.51,2.3,2.72,1.04
1666080000,1,183.58,0,3.98,78.68,1.79,2.47,2.91,1.09
1666083600,1,185.25,0,4.07,78.68,2.26,2.55,3.01,1.11
1666087200,1,185.25,0,4.24,77.96,2.77,2.37,2.84,1.12
1666090800,1,188.59,0,5.18,77.25,3.4,2.19,2.73,1.17
1666094400,1,203.61,0,8.65,72.96,4.05,2.29,3.05,1.38
1666098000,1,220.3,0.01,12.85,66.52,4.53,2.37,3.33,1.61
1666101600,1,220.3,0.52,12.51,65.09,4.71,2.25,3.28,1.73
1666105200,1,213.62,1.37,8.65,70.81,4.47,2.15,3.14,1.71
1666108800,2,203.61,0.96,6.17,80.82,3.81,1.98,2.8,1.57
1666112400,2,200.27,0.77,5.27,89.41,3.55,2.02,2.78,1.47
1666116000,2,200.27,0.61,4.8,95.84,3.37,2.21,2.93,1.44
1666119600,2,198.6,0.66,4.2,104.43,2.98,2.25,2.89,1.3
1666123200,2,196.93,0.61,4.03,108.72,2.59,2.07,2.62,1.16
1666126800,2,196.93,0.52,4.16,107.29,2.32,1.88,2.4,1.11
1666130400,2,213.62,1.01,7.8,101.57,2.68,2.1,2.73,1.22
1666134000,2,240.33,0.99,14.39,90.84,3.19,2.56,3.39,1.41
1666137600,2,253.68,0.14,18.51,80.82,3.34,2.89,3.91,1.52
1666141200,1,253.68,0,18.51,75.1,3.28,3.05,4.25,1.52
1666144800,1,243.66,0,16.11,72.96,2.98,3.02,4.24,1.46
1666148400,1,240.33,0,14.22,70.81,2.59,2.96,4.13,1.44
1666152000,1,236.99,0,13.19,67.95,2.21,2.8,3.87,1.39
1666155600,1,223.64,0,11.31,65.8,2.03,2.44,3.31,1.2
1666159200,1,211.95,0,8.91,65.09,1.97,2.25,2.97,1.03
1666162800,1,203.61,0,7.71,62.23,1.94,2.32,3.03,0.98
1666166400,1,201.94,0,7.37,59.37,1.94,2.48,3.23,0.99
1666170000,1,201.94,0,7.37,56.51,2.03,2.7,3.5,1.03
1666173600,1,203.61,0,7.63,55.07,2.09,2.93,3.76,1.08
1666177200,1,211.95,0,9.25,52.93,2.47,3.26,4.16,1.2
1666180800,1,240.33,0.01,16.11,46.49,3.19,4,5.29,1.61
1666184400,1,273.7,0.12,25.02,36.84,4.23,4.51,6.24,2.06
1666188000,1,290.39,3.35,23.99,37.55,5.48,4.59,6.66,2.31
1666191600,1,277.04,5.7,17.82,50.07,6.97,4.79,7.04,2.34
1666195200,1,236.99,3.13,10.37,75.82,6.62,4.21,5.98,2.15
1666198800,2,230.31,2.07,7.71,95.84,5.78,4.21,5.7,1.92
1666202400,2,223.64,1.4,6,111.58,4.77,4.52,5.81,1.71
1666206000,3,220.3,1.03,5.01,121.59,3.58,4.26,5.29,1.46
1666209600,3,216.96,0.94,5.01,125.89,3.19,3.96,4.84,1.28
1666213200,3,213.62,0.88,5.27,123.02,3.01,3.52,4.31,1.17
1666216800,1,387.19,9.16,33.93,70.1,2.77,5.91,7.75,2.25
1666220400,2,654.22,26.6,66.49,20.56,2.71,10.5,14.07,3.64
1666224000,2,814.44,40.23,82.94,1.5,2.89,14.59,19.85,4.88
1666227600,2,894.55,50.51,87.05,0,3.37,18.4,25.29,5.89
1666231200,3,974.66,61.69,87.74,0,3.76,23.17,31.22,5.83
1666234800,4,988.01,53.2,90.48,0,4.65,25.88,33.82,5.07
1666238400,3,774.38,15.2,93.22,0.23,5.9,20.24,26.44,3.83
1666242000,2,620.84,3.24,74.71,4.52,4.89,16.56,21.54,2.98
1666245600,2,453.95,0.07,43.87,26.46,5.07,13.9,17.2,2.31
1666249200,2,343.8,0,23.31,50.78,5.84,12.57,14.75,1.92
1666252800,2,297.07,0,16.79,60.08,5.13,12.3,14.14,1.65
1666256400,2,283.72,0,15.77,60.8,4.23,12.71,14.49,1.52
1666260000,2,283.72,0,16.96,55.79,3.55,13.22,15.03,1.5
1666263600,2,290.39,0,20.05,47.92,2.95,13.34,15.23,1.65
1666267200,2,347.14,0.1,33.93,30.76,2.53,13.81,16.28,2.37
1666270800,2,453.95,2.54,54.15,9.57,2.47,14.12,17.3,3.42
1666274400,2,514.03,13.3,48.67,15.2,2.77,12.77,16.23,3.74
1666278000,1,440.6,13.19,33.59,37.55,3.49,9.74,12.72,3.17
1666281600,1,293.73,4.41,16.28,75.82,4.53,6.34,8.14,2.18
1666285200,2,267.03,2.68,11.48,97.27,4.59,6.69,8.3,1.99
1666288800,2,250.34,1.52,7.97,115.87,3.99,7.34,8.69,1.79
1666292400,2,211.95,0.64,3.43,108.72,1.91,5.33,6.26,1.17
1666296000,2,205.28,0.6,3.17,101.57,1.49,4.46,5.31,1.06
1666299600,2,203.61,0.61,3.56,98.71,1.37,4.14,4.96,1.06
1666303200,1,300.41,4.25,20.05,71.53,1.94,5.41,6.71,1.76
1666306800,2,467.3,9.28,45.24,33.26,2.8,7.82,10.06,2.82
1666310400,2,547.41,7.15,62.38,5.99,3.49,9.74,12.98,3.45
1666314000,2,540.73,7.82,60.32,1.33,3.67,10.93,14.88,3.67
1666317600,2,447.27,1.79,49.35,10.46,3.43,10.23,13.63,3.1
1666321200,1,330.45,0.02,28.79,46.49,3.93,8.9,11.22,2.28
1666324800,2,233.65,0,12.68,87.26,5.6,7.22,8.68,1.41
1666328400,2,216.96,0,10.54,85.83,5.19,6.21,7.52,1.17
1666332000,1,205.28,0,8.91,79.39,4.41,5.37,6.65,1.06
1666335600,1,198.6,0,7.8,75.1,3.64,4.93,6.26,1.04
1666339200,1,195.26,0,7.45,70.81,3.01,4.74,6.15,1.06
